time_stamp,asset_id,status_type_id,sample_label,sensor_0_avg,wind_speed_3_avg,wind_speed_4_avg,sensor_6_avg,sensor_7_avg,sensor_8_avg,sensor_9_avg,sensor_10_avg,sensor_11_avg,sensor_12_avg,sensor_13_avg,sensor_14_avg,sensor_15_avg,sensor_16_avg,sensor_17_avg,sensor_18_avg,sensor_19_avg,sensor_20_avg,sensor_21_avg,sensor_22_avg,sensor_23_avg,sensor_24_avg,sensor_25_avg,reactive_power_27_avg,reactive_power_28_avg,power_29_avg,power_30_avg,sensor_31_avg,sensor_32_avg,sensor_33_avg,sensor_34_avg,sensor_35_avg,sensor_36_avg,sensor_37_avg,sensor_38_avg,sensor_39_avg,sensor_40_avg,sensor_41_avg,sensor_43_avg,sensor_44,sensor_45,sensor_47,sensor_48,sensor_50,sensor_51,sensor_52_avg,sensor_53_avg,sensor_1_avg_sin,sensor_1_avg_cos,sensor_2_avg_sin,sensor_2_avg_cos,sensor_5_avg_sin,sensor_5_avg_cos,sensor_42_avg_sin,sensor_42_avg_cos
2022-10-01 14:40:00,10,4,1,28.0,4.1,4.1,40.0,42.0,67.0,41.0,38.0,46.0,43.0,45.0,41.0,49.0,49.0,49.0,1083.1,32.0,39.0,38.0,0.6000000000000001,103.9,112.5,106.4,0.1354634146341463,-0.1354634146341463,0.0479512195121951,0.0296585365853658,-0.0233170731707317,400.4,398.2,397.6,38.0,40.0,39.0,69.0,73.0,70.0,50.0,35.0,-1105.0,11069.0,-1273.0,-6575.0,9964.0,-7848.0,9.5,34.0,0.3436596945856161,-0.9390942520947091,-0.15643446504023087,0.9876883405951378,0.08193850863004093,0.9966373868180366,0.1925219665259075,-0.9812926639922451
2022-10-01 22:40:00,10,4,1,22.0,0.6000000000000001,0.6000000000000001,31.0,36.0,38.0,35.0,32.0,38.0,39.0,30.0,31.0,34.0,34.0,34.0,5.4,24.0,32.0,33.0,0.6000000000000001,11.7,9.8,11.8,0.0,0.0,0.0,-0.004,-0.0050731707317073,398.5,397.1,394.0,32.0,33.0,33.0,70.0,72.0,68.0,52.0,30.0,-1365.0,0.0,-1727.0,0.0,-1365.0,-1727.0,0.0,24.0,-0.8746197071393959,-0.48480962024633684,-0.5577451089796901,0.8300122850953675,0.4067366430758002,0.9135454576426009,-0.9961946980917455,0.08715574274765789
2022-10-02 02:50:00,10,4,1,20.0,1.4,1.4,28.0,33.0,30.0,34.0,30.0,33.0,34.0,28.0,26.0,32.0,32.0,32.0,0.0,22.0,28.0,30.0,0.6000000000000001,11.8,9.8,11.8,0.0,0.0,0.0,-0.0037560975609756,-0.0050731707317073,399.0,397.7,394.7,30.0,31.0,31.0,68.0,70.0,64.0,53.0,27.0,-1280.0,0.0,-1732.0,0.0,-1280.0,-1732.0,0.0,20.0,0.0558215049931638,0.998440764181981,0.9995065603657316,0.031410759078128174,0.4067366430758002,0.9135454576426009,-0.9961946980917455,0.08715574274765789
2022-10-02 09:20:00,10,4,1,18.0,2.8,2.8,29.0,33.0,33.0,34.0,30.0,36.0,36.0,31.0,30.0,35.0,35.0,35.0,218.6,23.0,28.0,31.0,0.5,12.0,9.9,12.0,0.0,0.0,0.0057560975609756,-0.0033170731707317,-0.0055121951219512,400.2,398.5,396.9,30.0,32.0,31.0,67.0,68.0,62.0,51.0,28.0,-1147.0,0.0,-1885.0,0.0,-1147.0,-1885.0,1.9,22.0,-0.3681245526846779,-0.9297764858882515,0.20449605184179034,0.978867388761685,0.4067366430758002,0.9135454576426009,-0.1702094991660329,-0.9854078984834901
2022-10-02 23:10:00,10,4,1,21.0,2.5,2.5,30.0,38.0,51.0,36.0,32.0,40.0,41.0,32.0,35.0,37.0,37.0,37.0,213.8,25.0,33.0,33.0,0.6000000000000001,16.5,14.6,16.2,0.0,0.0,0.0,-0.0052682926829268,-0.0073170731707317,399.2,397.7,395.2,32.0,33.0,33.0,72.0,73.0,68.0,49.0,29.0,-1809.0,0.0,-2502.0,0.0,-1809.0,-2502.0,1.9,23.0,-0.9149596678498249,0.4035452963523898,-0.297374874077786,0.9547607995027975,0.4067366430758002,0.9135454576426009,-0.7535633923016376,0.6573752457940961
2022-10-03 03:30:00,10,4,1,19.0,1.9,1.9,28.0,33.0,32.0,34.0,30.0,36.0,37.0,28.0,28.0,32.0,32.0,32.0,114.0,23.0,29.0,31.0,0.5,11.8,9.9,12.4,0.0,0.0,0.0,-0.0038048780487804,-0.0054146341463414,401.8,400.4,398.1,30.0,31.0,31.0,69.0,70.0,64.0,51.0,27.0,-1292.0,0.0,-1853.0,0.0,-1292.0,-1853.0,0.0,21.0,0.573576436351046,0.8191520442889918,0.5807029557109398,0.8141155183563192,0.4067366430758002,0.9135454576426009,-0.01745240643728356,0.9998476951563913
2022-10-03 04:00:00,10,4,1,19.0,1.3,1.3,28.0,33.0,31.0,34.0,29.0,35.0,36.0,28.0,27.0,31.0,32.0,32.0,6.9,21.0,28.0,30.0,0.6000000000000001,11.7,9.8,11.8,0.0,0.0,0.0,-0.0037073170731707,-0.005170731707317,401.2,399.8,397.3,30.0,31.0,31.0,68.0,70.0,64.0,51.0,26.0,-1266.0,0.0,-1764.0,0.0,-1266.0,-1764.0,0.0,21.0,0.9557930147983301,0.2940403252323039,0.9583225744651332,0.28568836740497355,0.4067366430758002,0.9135454576426009,-0.01745240643728356,0.9998476951563913
2022-10-03 20:50:00,10,4,1,24.0,7.0,6.7,33.0,45.0,98.0,44.0,39.0,58.0,53.0,59.0,66.0,71.0,70.0,71.0,1482.0,34.0,42.0,39.0,1.0,412.9,441.7,417.0,0.4878048780487805,-0.4878048780487805,0.2388780487804878,0.238780487804878,-0.0659024390243902,399.3,396.7,397.5,40.0,41.0,41.0,83.0,86.0,81.0,50.0,35.0,0.0,81486.0,0.0,-22537.0,81486.0,-22537.0,13.1,25.0,0.9991228300988584,-0.04187565372919962,-0.02966624408511076,0.999559860119384,-0.036643708706556276,0.9993283937786562,0.997440782930944,-0.07149744433268584
2022-10-03 21:40:00,10,4,1,24.0,6.0,5.6,32.0,45.0,98.0,44.0,38.0,57.0,53.0,57.0,62.0,70.0,69.0,70.0,1336.7,33.0,42.0,39.0,0.9,233.3,256.5,230.2,0.4839024390243902,-0.4839024390243902,0.1302439024390244,0.1302439024390244,-0.0549268292682926,401.3,399.2,399.7,39.0,41.0,40.0,83.0,85.0,80.0,50.0,35.0,0.0,44530.0,0.0,-18777.0,44530.0,-18777.0,11.8,25.0,0.9895257890689695,-0.14435620100097324,-0.05407881298477529,0.9985366703262117,-0.03141075907812829,0.9995065603657316,0.9799247046208296,-0.19936793441719705
2022-10-04 05:20:00,10,4,1,22.0,7.9,7.7,31.0,45.0,101.0,45.0,39.0,60.0,51.0,64.0,74.0,79.0,77.0,78.0,1596.9,33.0,44.0,39.0,1.0,659.3,682.1,646.5,0.4878048780487805,-0.4878048780487805,0.3796585365853658,0.3793170731707317,-0.0823414634146341,400.3,397.8,399.8,41.0,42.0,42.0,85.0,88.0,83.0,48.0,35.0,0.0,129569.0,0.0,-28147.0,129569.0,-28147.0,14.1,23.0,0.9727758782093966,-0.23174790349415736,0.04536298812925378,0.9989705697907147,-0.038387809087519945,0.9992629164106211,0.9822872507286887,-0.1873813145857246
2022-10-04 07:30:00,10,4,1,22.0,7.4,7.0,31.0,44.0,98.0,44.0,39.0,60.0,56.0,63.0,69.0,75.0,73.0,75.0,1542.5,32.0,42.0,39.0,1.0,508.0,526.5,496.3,0.4878048780487805,-0.4878048780487805,0.29,0.2900975609756098,-0.0735121951219512,400.0,397.9,399.6,40.0,42.0,41.0,85.0,88.0,83.0,48.0,34.0,0.0,99155.0,0.0,-25111.0,99155.0,-25111.0,13.6,23.0,0.9835714708133859,-0.18051914525055995,-0.024432178152653153,0.9997014897811831,-0.036643708706556276,0.9993283937786562,0.978867388761685,-0.20449605184179034
2022-10-04 10:10:00,10,4,1,24.0,7.1,7.0,33.0,44.0,100.0,42.0,38.0,61.0,55.0,66.0,71.0,85.0,84.0,85.0,1497.1,38.0,40.0,39.0,1.0,489.3,518.2,497.6,0.4878048780487805,-0.4878048780487805,0.2838048780487804,0.284,-0.0689268292682926,398.1,395.9,396.3,40.0,41.0,41.0,84.0,90.0,83.0,49.0,36.0,0.0,97399.0,0.0,-23559.0,97399.0,-23559.0,13.2,27.0,0.9992629164106211,0.038387809087520056,-0.09237058744656158,0.9957246981845821,-0.03489949670250097,0.9993908270190958,0.9985366703262117,-0.054078812984775196
2022-10-04 12:50:00,10,4,1,27.0,7.3,6.8,38.0,45.0,88.0,44.0,37.0,59.0,53.0,56.0,50.0,66.0,65.0,66.0,1517.8,37.0,43.0,38.0,1.0,451.2,480.4,461.3,0.4861951219512195,-0.4861951219512195,0.2628780487804878,0.2632682926829268,-0.0598048780487804,397.6,395.7,396.0,39.0,40.0,40.0,67.0,73.0,67.0,50.0,37.0,0.0,90031.0,0.0,-20419.0,90031.0,-20419.0,13.4,33.0,0.46484204572461946,-0.8853936257544159,0.31895930929807,0.9477684100095857,-0.03489949670250097,0.9993908270190958,0.7229671459095686,-0.690882411076858
2022-10-04 18:10:00,10,4,1,28.0,8.9,8.4,36.0,45.0,100.0,44.0,43.0,62.0,51.0,67.0,61.0,89.0,86.0,87.0,1640.0,41.0,43.0,45.0,1.0,860.7,881.8,859.7,0.4866829268292683,-0.4878048780487805,0.5,0.5003414634146341,-0.0885853658536585,400.1,397.9,399.5,46.0,47.0,47.0,67.0,74.0,68.0,50.0,38.0,0.0,170920.0,0.0,-30271.0,170920.0,-30271.0,14.5,30.0,0.9992629164106211,-0.03838780908751993,-0.2096185629038218,0.9777832367586062,-0.03489949670250097,0.9993908270190958,0.9690157314068695,-0.24699901272274286
2022-10-04 23:00:00,10,4,1,23.0,8.2,7.9,31.0,45.0,102.0,44.0,39.0,61.0,51.0,62.0,57.0,85.0,82.0,83.0,1572.3,37.0,43.0,41.0,1.0,722.4,757.7,737.9,0.4760487804878048,-0.4864390243902439,0.4257073170731708,0.4258536585365853,-0.0636585365853658,399.2,396.9,397.4,42.0,43.0,43.0,64.0,72.0,68.0,51.0,36.0,0.0,145735.0,0.0,-21759.0,145735.0,-21759.0,13.9,25.0,0.9731788727770883,0.23004973718810445,-0.19252196652590742,0.9812926639922451,-0.033155178388526274,0.9994502159417572,0.9992629164106211,0.038387809087520056
2022-10-05 23:00:00,10,4,1,23.0,10.7,10.0,31.0,45.0,103.0,45.0,41.0,63.0,52.0,61.0,77.0,88.0,83.0,83.0,1672.6,38.0,45.0,45.0,1.0,1316.1,1349.3,1319.9,0.3966829268292683,-0.4788292682926829,0.7730243902439025,0.7726341463414634,-0.0941951219512195,401.1,398.2,399.7,46.0,48.0,47.0,65.0,73.0,69.0,51.0,36.0,0.0,264041.0,0.0,-32173.0,264041.0,-32173.0,14.8,25.0,0.9578224948453149,-0.287360519849712,0.20620418539662963,0.9785089851017784,-0.013962180339145272,0.9999025240093042,0.9964928592495044,-0.08367784333231533
2022-10-05 23:10:00,10,4,1,23.0,10.7,10.2,31.0,45.0,104.0,44.0,44.0,63.0,52.0,62.0,78.0,94.0,88.0,90.0,1671.6,38.0,44.0,48.0,1.0,1384.7,1414.6,1385.5,0.3612682926829268,-0.4674634146341463,0.8084390243902438,0.809170731707317,-0.0954146341463414,399.7,396.9,398.7,49.0,51.0,50.0,66.0,75.0,71.0,50.0,36.0,0.0,276381.0,0.0,-32597.0,276381.0,-32597.0,14.8,25.0,0.9967788784562471,0.08019892432885888,-0.036643708706556276,0.9993283937786562,-0.010471784116245794,0.9999451693655121,0.9990482215818578,0.04361938736533601
2022-10-06 00:40:00,10,4,1,23.0,13.1,12.4,31.0,45.0,115.0,45.0,43.0,64.0,52.0,67.0,86.0,119.0,110.0,112.0,1680.6,43.0,47.0,48.0,1.0,1645.3,1670.7,1642.6,0.206390243902439,-0.2980975609756097,0.9673170731707316,0.9686829268292684,-0.1066829268292682,403.3,400.7,402.7,50.0,51.0,50.0,74.0,84.0,82.0,51.0,36.0,0.0,330894.0,0.0,-36449.0,330894.0,-36449.0,14.8,25.0,0.984195607969242,-0.17708474031958327,0.09931974974363901,0.9950555699612263,0.08715574274765817,0.9961946980917455,0.996917333733128,-0.07845909572784487
2022-10-06 11:00:00,10,4,1,24.0,3.4,3.4,34.0,42.0,97.0,42.0,39.0,50.0,48.0,49.0,45.0,62.0,62.0,63.0,1244.4,31.0,40.0,39.0,0.7000000000000001,59.3,63.2,62.1,0.0520487804878048,-0.0520487804878048,0.012780487804878,0.0050731707317073,-0.0084390243902439,399.2,397.2,396.4,39.0,41.0,40.0,61.0,69.0,68.0,48.0,33.0,-1191.0,3020.0,-1021.0,-2107.0,1828.0,-3127.0,11.0,27.0,0.9995065603657316,0.031410759078128174,-0.036643708706556276,0.9993283937786562,0.010471784116245794,0.9999451693655121,0.9999862922474267,-0.005235963831419415
2022-10-07 08:50:00,10,4,1,18.0,3.1,3.1,28.0,31.0,25.0,32.0,28.0,32.0,33.0,25.0,24.0,27.0,27.0,27.0,240.1,21.0,26.0,29.0,0.5,11.7,9.7,11.7,0.0,0.0,0.0124390243902439,-0.0033170731707317,-0.0053170731707317,398.7,397.9,395.7,29.0,30.0,30.0,63.0,64.0,59.0,51.0,26.0,-1137.0,0.0,-1827.0,0.0,-1137.0,-1827.0,2.0,21.0,-0.020942419883356867,-0.9997806834748455,-0.4067366430758002,0.9135454576426009,0.4067366430758002,0.9135454576426009,-0.42577929156507227,-0.9048270524660197
2022-10-08 06:30:00,10,4,1,19.0,0.7000000000000001,0.7000000000000001,30.0,33.0,28.0,34.0,30.0,31.0,32.0,27.0,26.0,30.0,31.0,30.0,0.0,21.0,28.0,31.0,0.5,9.6,7.7,10.1,0.0,0.0,0.0,-0.0029268292682926,-0.0044878048780487,400.2,398.5,396.9,30.0,31.0,31.0,67.0,68.0,62.0,43.0,28.0,-995.0,0.0,-1531.0,0.0,-995.0,-1531.0,0.0,20.0,-0.8779829754279802,0.4786918579406074,-0.45709792705869406,-0.8894163732912976,0.4067366430758002,0.9135454576426009,0.9997426093226983,-0.02268733357278122
2022-10-08 13:10:00,10,4,1,26.0,2.9,3.0,37.0,36.0,32.0,36.0,35.0,35.0,34.0,29.0,27.0,28.0,29.0,28.0,605.5,30.0,33.0,35.0,0.5,19.3,20.7,20.8,0.0189268292682926,-0.0189268292682926,0.016,0.0011219512195121,-0.0045365853658536,400.9,399.4,398.5,35.0,36.0,36.0,68.0,70.0,64.0,45.0,34.0,-790.0,1125.0,-983.0,-571.0,335.0,-1554.0,5.1,30.0,-0.9961946980917455,0.08715574274765789,0.2823414568428764,0.9593139745400575,0.25038000405444144,0.9681476403781077,-0.980271174621722,-0.19765734037912552
2022-10-08 16:00:00,10,4,1,26.0,4.9,4.8,38.0,42.0,80.0,43.0,38.0,50.0,44.0,50.0,62.0,61.0,61.0,61.0,1266.3,33.0,40.0,39.0,0.8,145.2,166.5,144.0,0.3493170731707317,-0.3493170731707317,0.0782439024390243,0.0780975609756097,-0.0389756097560975,401.1,399.1,399.1,39.0,40.0,40.0,72.0,74.0,68.0,52.0,35.0,0.0,26613.0,0.0,-13307.0,26613.0,-13307.0,11.2,31.0,-0.9890158633619168,0.14780941112961096,0.13398618541829205,0.9909831997148363,-0.01745240643728351,0.9998476951563913,-0.9999025240093042,0.013962180339145107
2022-10-08 22:20:00,10,4,1,21.0,3.1,3.1,30.0,37.0,44.0,35.0,32.0,40.0,40.0,31.0,33.0,35.0,35.0,35.0,259.6,26.0,32.0,32.0,0.6000000000000001,14.7,12.8,14.8,0.0,0.0,0.0068292682926829,-0.004780487804878,-0.0064878048780487,400.9,399.8,397.2,32.0,33.0,33.0,72.0,74.0,68.0,50.0,29.0,-1618.0,0.0,-2221.0,0.0,-1618.0,-2221.0,2.3,24.0,-0.9909831997148364,0.13398618541829152,-0.15988118769183485,0.9871362650729879,0.4067366430758002,0.9135454576426009,-0.9568135840576076,0.2907021935982517
2022-10-09 03:20:00,10,4,1,20.0,2.8,2.8,29.0,34.0,40.0,35.0,33.0,39.0,38.0,32.0,38.0,38.0,38.0,38.0,242.2,24.0,29.0,33.0,0.5,12.5,10.6,13.3,0.0,0.0,0.003560975609756,-0.004,-0.0058048780487804,399.7,398.3,396.3,33.0,34.0,34.0,69.0,70.0,64.0,50.0,28.0,-1353.0,0.0,-1987.0,0.0,-1353.0,-1987.0,2.1,22.0,-0.6401096994849556,-0.7682835235935233,0.297374874077786,0.9547607995027975,0.4067366430758002,0.9135454576426009,-0.38268343236508967,-0.9238795325112868
2022-10-09 04:40:00,10,4,1,20.0,2.8,2.8,30.0,35.0,62.0,35.0,37.0,44.0,41.0,39.0,54.0,50.0,50.0,50.0,238.3,26.0,32.0,37.0,0.6000000000000001,16.9,14.9,17.0,0.0,0.0,0.0039024390243902,-0.0054146341463414,-0.0076585365853658,401.4,399.6,398.0,36.0,38.0,37.0,69.0,71.0,65.0,49.0,28.0,-1847.0,0.0,-2614.0,0.0,-1847.0,-2614.0,2.1,22.0,-0.623879596709386,-0.781520472418819,0.0558215049931638,0.998440764181981,0.4067366430758002,0.9135454576426009,-0.5792811723426788,-0.8151277957285542
2022-10-09 10:30:00,10,4,1,21.0,3.4,3.3,30.0,34.0,37.0,35.0,31.0,39.0,38.0,29.0,30.0,33.0,33.0,33.0,874.8,24.0,29.0,32.0,0.6000000000000001,24.4,24.3,29.7,0.0120487804878048,-0.0120487804878048,0.0145853658536585,-0.000780487804878,0.0032682926829268,400.3,398.4,396.7,32.0,34.0,33.0,69.0,69.0,63.0,50.0,28.0,-1034.0,793.0,-860.0,1975.0,-241.0,1116.0,7.7,23.0,-0.7954734808548958,0.6059884002657111,0.3826834323650898,0.9238795325112867,0.15815806725448353,0.9874138067509114,-0.9668233886044595,0.2554457579357903
2022-10-09 12:50:00,10,4,1,22.0,6.1,5.9,35.0,38.0,76.0,39.0,39.0,53.0,46.0,47.0,63.0,60.0,59.0,60.0,1350.5,30.0,37.0,40.0,0.9,283.8,310.1,283.2,0.4759024390243903,-0.4759024390243903,0.162,0.1620487804878048,-0.0500975609756097,397.2,394.7,395.6,40.0,41.0,41.0,70.0,72.0,66.0,50.0,32.0,0.0,55651.0,0.0,-17114.0,55651.0,-17114.0,11.9,29.0,-0.8821268660176679,-0.4710118812194099,0.1788022151163496,0.9838850379335417,-0.03141075907812829,0.9995065603657316,-0.7836934573258396,-0.6211477802783105
2022-10-09 16:20:00,10,4,1,23.0,4.9,4.8,37.0,42.0,96.0,43.0,38.0,51.0,47.0,49.0,64.0,65.0,64.0,66.0,1287.5,31.0,41.0,39.0,0.8,156.7,169.6,143.9,0.3064878048780488,-0.3064878048780488,0.0787317073170731,0.0782439024390243,-0.0378048780487804,399.7,397.5,398.5,40.0,41.0,41.0,72.0,75.0,69.0,49.0,33.0,0.0,26539.0,0.0,-12886.0,26539.0,-12886.0,11.4,31.0,-0.9792228106217657,-0.20278729535651238,-0.15643446504023087,0.9876883405951378,-0.015707317311820675,0.9998766324816606,-0.99888987496197,-0.047106450709642575
2022-10-09 18:40:00,10,4,1,21.0,4.8,4.7,36.0,42.0,97.0,43.0,38.0,50.0,47.0,48.0,63.0,64.0,63.0,65.0,1256.8,30.0,40.0,39.0,0.8,136.4,151.8,122.4,0.3286829268292682,-0.3286829268292682,0.0674634146341463,0.0672682926829268,-0.0422439024390243,401.2,398.9,399.6,39.0,41.0,40.0,73.0,76.0,69.0,49.0,32.0,0.0,22971.0,0.0,-14440.0,22971.0,-14440.0,11.1,29.0,-0.9348256763960143,0.3551069624081373,0.18223552549214747,0.9832549075639546,-0.015707317311820675,0.9998766324816606,-0.9838850379335415,0.17880221511634978
2022-10-10 03:10:00,10,4,1,19.0,2.3,2.3,29.0,32.0,30.0,33.0,29.0,31.0,32.0,27.0,25.0,31.0,31.0,31.0,0.0,20.0,27.0,30.0,0.6000000000000001,11.7,9.7,11.7,0.0,0.0,9.75609756097561e-05,-0.0037073170731707,-0.0050243902439024,398.0,396.8,393.8,29.0,30.0,30.0,67.0,68.0,62.0,50.0,26.0,-1269.0,0.0,-1721.0,0.0,-1269.0,-1721.0,0.0,20.0,-0.9982398279237653,-0.05930637357596167,-0.14608302856241162,0.9892723329629883,0.4067366430758002,0.9135454576426009,-0.9961946980917455,0.08715574274765789
